link,title,rating_text,total_review,original_price,discounted_price
https://www.amazon.com/dp/109810403X,"Python for Data Analysis: Data Wrangling with pandas, NumPy, and Jupyter",4.5,298,$79.99$79.99,$43.99$43.99
https://www.amazon.com/dp/1449357016,Python Pocket Reference: Python in Your Pocket,4.5,962,$24.99$24.99,$13.79$13.79
https://www.amazon.com/dp/163610035X,Python QuickStart Guide: The Simplified Beginner's Guide to Python Programming Using Hands-On Projects and Real-World Applications (Coding & Programming - QuickStart Guides),4.5,172,$34.99$34.99,$24.99$24.99
https://www.amazon.com/dp/1718501242,The Big Book of Small Python Projects: 81 Easy Practice Programs,4.6,209,$39.99$39.99,$29.79$29.79
https://www.amazon.com/dp/1423244230,Python Standard Library: a QuickStudy Laminated Reference Guide (QuickStudy Computer),4.7,504,$7.95$7.95,$6.95$6.95
https://www.amazon.com/dp/1593277954,"Invent Your Own Computer Games with Python, 4th Edition",4.7,508,$29.99$29.99,$18.99$18.99
https://www.amazon.com/dp/B0BZF8R4BZ,Python Practice Makes a Master: 120 ‘Real World’ Python Exercises with more than 220 Concepts Explained (Mastering Python Programming from Scratch),4.3,58,$39.50$39.50,$37.52$37.52
https://www.amazon.com/dp/1641521759,Coding for Kids: Python: Learn to Code with 50 Awesome Games and Activities,4.5,"1,719",$19.99$19.99,$13.21$13.21
https://www.amazon.com/dp/1718501129,"Black Hat Python, 2nd Edition: Python Programming for Hackers and Pentesters",4.6,644,$44.99$44.99,$40.92$40.92
https://www.amazon.com/dp/149205769X,Python for DevOps: Learn Ruthlessly Effective Automation,4.5,267,$59.99$59.99,$32.99$32.99
https://www.amazon.com/dp/1593279280,"Python Crash Course, 2nd Edition: A Hands-On, Project-Based Introduction to Programming",4.7,"8,412",,
https://www.amazon.com/dp/B0BRYWKKVJ,Python Programming and SQL: 5 books in 1 - The #1 Coding Course from Beginner to Advanced. Learn it Well & Fast (2024) (Computer Programming),4.3,332,$35.99$35.99,$32.02$32.02
https://www.amazon.com/dp/1098155432,Think Python: How to Think Like a Computer Scientist,4.2,4,$48.99$48.99,$39.14$39.14
https://www.amazon.com/dp/1492051365,Introducing Python: Modern Computing in Simple Packages,4.7,440,$55.99$55.99,$30.99$30.99
https://www.amazon.com/dp/B0D765WWK9,"Python, Javascript, Java, SQL, Linux: The Complete Coding and Developing Crash Course for Beginners (2024) (Computer Programming)",4.7,68,$31.99$31.99,$30.39$30.39
https://www.amazon.com/dp/B01IA5VIFM,Python for Everybody: Exploring Data in Python 3,4.6,"3,101",$14.99$14.99,$0.99$0.99
https://www.amazon.com/dp/1775093301,Python Tricks: A Buffet of Awesome Python Features,4.6,"1,882",$29.99$29.99,$28.50$28.50
https://www.amazon.com/dp/B0CWD8SJCN,"Python, Java, SQL & JavaScript: The Ultimate Crash Course for Beginners to Master the 4 Most In-Demand Programming Languages, Stand Out from the Crowd and Find High-Paying Jobs!",4.6,199,$31.97$31.97,$30.37$30.37
https://www.amazon.com/dp/1718502060,Object-Oriented Python: Master OOP by Building Games and GUIs,4.7,165,$44.99$44.99,$31.46$31.46
https://www.amazon.com/dp/1617294039,The Quick Python Book,4.4,100,,$39.00$39.00
https://www.amazon.com/dp/1394236158,Python All-in-One For Dummies (For Dummies: Learning Made Easy),3.9,22,$44.99$44.99,$32.30$32.30
https://www.amazon.com/dp/B0CPDLPXL4,The Python Bible for Beginners: A Step-By-Step Guide to Master Coding from Scratch in Less Than 7 Days and Become the Expert that Top Companies Vie to Hire (with Hands-On Exercises and Code Snippets),4.5,46,$31.99$31.99,$27.24$27.24
https://www.amazon.com/dp/1943872740,Murach's Python Programming: Beginner to Pro,4.6,134,$59.50$59.50,$48.13$48.13
https://www.amazon.com/dp/B0BCN4H62C,Python Basics: A Practical Introduction to Python 3,4.6,582,$39.99$39.99,$9.99$9.99
https://www.amazon.com/dp/1964520002,"Absolute Beginner's Guide to Python Programming: Master Coding Quickly with Hands-On, Real-World Projects, Step-By-Step Guidance, and Comprehensive Learning for All Ages",4.7,63,$17.95$17.95,$17.05$17.05
https://www.amazon.com/dp/126425735X,"Programming the Raspberry Pi, Third Edition: Getting Started with Python",4.6,225,$15.00$15.00,$13.49$13.49
https://www.amazon.com/dp/B0CVQFWFFY,"OpenAI GPT For Python Developers - 2nd Edition: The art and science of building AI-powered apps with GPT-4, Whisper, Weaviate, and beyond",4.8,6,$33.99$33.99,$29.50$29.50
https://www.amazon.com/dp/1465473610,Coding Games in Python (DK Help Your Kids),4.5,338,$19.99$19.99,$11.99$11.99
https://www.amazon.com/dp/B0CXYVGSF7,Python Programming for Beginners Made Easy: Learn the Essentials in 7 Days and Fast-Track Your Path to a Coding Job with Easy Tutorials and Hands-On Projects,4.7,148,,$0.00$0.00
https://www.amazon.com/dp/1492051292,"Head First Python: A Learner's Guide to the Fundamentals of Python Programming, A Brain-Friendly Guide",4.1,28,$65.99$65.99,$46.99$46.99
https://www.amazon.com/dp/B09QHBPRBX,The Python Book,3.8,6,,$46.00$46.00
https://www.amazon.com/dp/0545451922,Alligator vs. Python (Who Would Win?) (12),4.8,496,,$4.99$4.99
https://www.amazon.com/dp/B0CSJHLV4K,Python Essentials 1: The Official OpenEDG Python Institute Course Book – Aligned with PCEP-30-0x Certification Exam,4.8,14,,$38.99$38.99
https://www.amazon.com/dp/1119787602,"Python All-in-One For Dummies, 2nd Edition (For Dummies (Computer/Tech))",4.6,404,,
https://www.amazon.com/dp/B0CZ79LNKT,Python Playground: Coding Games and Projects for Kids and Beginners,5.0,15,,$19.99$19.99
https://www.amazon.com/dp/1835466389,Modern Python Cookbook: 130+ updated recipes for modern Python 3.12 with new techniques and tools,5.0,8,$54.99$54.99,$41.80$41.80
https://www.amazon.com/dp/1617296864,"Deep Learning with Python, Second Edition",4.7,376,$59.99$59.99,$40.40$40.40
https://www.amazon.com/dp/B0D223XRR9,"Python Programming for Beginners: The Fast-Track Guide to Master Python in Just 1 Week. Unlock Your Coding Potential to Start Your High-Paying Tech Career Today, No Experience Needed!",4.7,105,,$19.97$19.97
https://www.amazon.com/dp/1597499579,"Violent Python: A Cookbook for Hackers, Forensic Analysts, Penetration Testers and Security Engineers",4.5,411,$49.95$49.95,$39.71$39.71
