link,title,rating_text,total_review,original_price,discounted_price
https://www.amazon.com/dp/B0DD5H69W6,Python Game Development : Creating Interactive Games With Python And Pygame Library (python programming Book 11),,,,$0.00
https://www.amazon.com/dp/1718502168,Modeling and Simulation in Python: An Introduction for Scientists and Engineers,4.5,29,$39.99,$37.99
https://www.amazon.com/dp/B07ZRY1YPV,Python - The Bible: 3 Manuscripts in 1 Book: Python Programming for Beginners - Python Programming for Intermediates - Python Programming for Advanced,4.2,"4,968",$24.95,$0.00
https://www.amazon.com/dp/1882770838,Burmese Pythons: Plus Reticulated Pythons And Related Species (Advanced Vivarium Systems),4.7,33,,$8.95
https://www.amazon.com/dp/B0CYCM5NVZ,The Python Coding Book: A relaxed and friendly programming textbook for beginners,5.0,8,,$45.00
https://www.amazon.com/dp/B078W6L6R4,Monty Python Speaks: The Complete Oral History,4.7,49,$17.99,$2.99
https://www.amazon.com/dp/B0DD5K2Q1J,Building Hybrid Applications With Electron And Python: Unlocking The Power Of Electron Framework And Python Gui Programming For Hybrid App Development (python programming Book 10),,,,$0.00
https://www.amazon.com/dp/B0D1RQBVT1,Python Mastery: 100 Quizzes from Beginner to Advanced with Detailed Solutions: 100 Python Programming Language Quiz with Solutions (Python Programming Language Books),,,,$0.00
https://www.amazon.com/dp/1442445769,The Greedy Python/Ready-to-Read Level 1 (The World of Eric Carle),4.7,352,,$4.99
https://www.amazon.com/dp/B0CTBRKGCX,"All about Ball Python | Facts, Photos and Illustrations: A Picture Book for Kids and Toddlers | Screen-Free Infotainment (MY WORLD for YOUNG READERS)",,,,$10.00
https://www.amazon.com/dp/B0C12D8TW1,"Python Programming Unlocked for Beginners: Ultimate Guide to Learn Python Basics: Python coding fundamentals, and python step by step for absolute beginners (Mastering Python Programming from Scratch)",4.4,26,,$39.60
https://www.amazon.com/dp/B079KPG4HT,The New And Improved Flask Mega-Tutorial (2024 Edition),4.6,141,$34.99,$9.99
https://www.amazon.com/dp/1882770722,"The Ball Python Manual (CompanionHouse Books) Selection, Heating, Lighting, Housing, Feeding, Maintenance, Diseases, Disorders, Breeding, and More, Written by Herpetologists",4.4,283,,$8.95
https://www.amazon.com/dp/B098M4Z1G8,"Python for Absolute Beginners: Rocket through the basics in an afternoon (AI, Data Science, Python & Statistics for Beginners)",4.5,42,,$0.00
https://www.amazon.com/dp/B0D99QTC8W,"PCEP – CERTIFIED ENTRY-LEVEL PYTHON PROGRAMMER, PRACTICE TESTS: FAST TRACK PREPARATION, 10 PRACTICE TESTS, 450 FOUNDATIONAL QUESTIONS, 400+ EXAM ... 400+ CAUTION ALERTS AND CONCISE EXPLANATIONS",,,,$24.99
https://www.amazon.com/dp/B0D5W8JSKK,THE GOLDEN BOOK OF PYTHON: From Secrets to Advanced Applications 2024 Edition (python forever eng),,,,$0.00
https://www.amazon.com/dp/1646113888,Python Programming for Beginners: A Kid's Guide to Coding Fundamentals,4.7,103,$16.99,$11.25
https://www.amazon.com/dp/B0C2RPBK8G,Fun Facts About Ball Python: 24 Frequently Asked Questions by Python Pet Owners & Lovers - Short Picture Book for Kids (The World of Rare Pets),5.0,7,,$10.99
https://www.amazon.com/dp/B0DD5QM5Y2,Python Programming Interviews Exposed: Ace Your Python Coding Interviews With Confidence (100 Questions And Answers),,,,$0.00
https://www.amazon.com/dp/0672336871,"Python in 24 Hours, Sams Teach Yourself",4.3,136,,$34.99
https://www.amazon.com/dp/B09NSX87PQ,220 Python Projects For All: Complete Python Book (Become Pythonista 4),3.9,14,,$9.99
https://www.amazon.com/dp/B0D4SJ69TY,"The Python Bible for Beginners: Launch Your Coding Career and go from Zero to Hero in 14 Days | Unlock the Power of Python with Industry-Specific Skills, and Insider Tips to Get Hired Immediately",4.7,9,,$19.99
